0.0,0.0,116,355,113,0,558
0.0,1.0,38,33,82,1,322
1.0,1.0,60,56,157,2,409
1.0,0.0,32,19,7,3,831
0.5,0.5,4,63,292,5,132
0.0,0.5,268,280,53,23,442
0.24933353806345313,0.615820189230899,154,13,14,11,267
0.25,0.5,47,22,24,12,568
0.31044976225443677,0.36677730227568417,20,7,14,78,317
0.31415816101775274,0.4016643398350678,40,58,59,76,83
0.1875,0.4375,37,41,286,83,5
0.0,0.25,290,63,25,128,151
0.5,0.0,49,53,155,131,128
0.26274764252220306,0.4354422149555938,10,154,31,132,131
0.234375,0.453125,19,31,7,148,288
0.30106195686402126,0.43591040704497525,118,82,33,151,148
0.3444266489353345,0.41094500263732703,22,47,27,81,200
0.36198737520846813,0.437287609866417,254,256,26,176,188
0.3432189682328361,0.379308732784722,257,135,136,190,204
0.1953125,0.4921875,16,52,17,204,212
0.265625,0.46875,14,13,20,200,190
0.31228298611111116,0.4725477430555556,41,33,38,212,23
0.28666261735723153,0.49880005867861577,286,249,10,288,78
0.5,1.0,16,18,155,188,446
0.3208907303705117,0.5065762562054203,13,154,43,189,312
0.40779164676760604,0.5279063066201146,47,54,27,168,189
0.2776988145874253,0.4055398708251495,13,26,15,317,168
0.26931027975142385,0.5293111934991994,253,254,43,312,1
0.25317815175854097,0.5733606051040101,51,49,337,322,327
0.353451764305059,0.49833972081241396,50,9,16,327,176
0.21326958465681814,0.5487049264843479,21,22,20,231,378
0.205078125,0.462890625,27,32,7,267,76
0.2378367377445427,0.5290296088106728,10,31,37,279,528
0.11675441843580607,0.4768270076696003,15,26,9,236,777
0.13982607095714802,0.523259866542852,43,26,13,354,443
0.1631872773090577,0.4998986601909423,58,57,29,369,362
0.18646684892681153,0.5261094320007391,7,20,22,352,679
0.1708984375,0.4677734375,9,8,18,362,354
0.09356624509859865,0.4552653927043343,22,21,24,374,403
0.05868019866391143,0.3783836491807099,21,50,293,384,397
0.35177235240617893,0.5601797191795019,22,27,7,394,352
0.14147028553950527,0.4582095359085674,291,294,158,397,394
0.18143370246928964,0.5592741676395485,120,137,286,400,384
0.22427166376030022,0.4053100087190994,46,28,6,403,408
0.30242825892483505,0.5664186491381069,6,28,55,408,2
0.28905824048597506,0.3389697420179586,337,49,8,409,400
0.2114113806926454,0.5963392416400731,57,44,47,442,369
0.29825494687205395,0.5368108459703285,21,20,15,378,374
0.03184218291886471,0.44696369887336806,27,54,32,443,465
0.3370581218145832,0.3463082896230623,118,33,34,446,81
0.33129662151691197,0.44668736111166946,54,28,32,342,471
0.34904913453547914,0.314952255253542,21,29,24,448,449
0.39990518764872895,0.3929859829840284,219,97,92,449,11
