0.0,0.0,4,12,9,0,5
0.0,1.0,8,4,5,1,7
1.0,1.0,10,7,1,2,9
1.0,0.0,1,5,10,3,6
0.5,0.5,12,4,6,5,1
0.0,0.5,4,8,6,6,0
0.5,0.0,0,6,8,7,2
0.5,1.0,11,2,7,9,3
0.25,0.25,5,0,8,x,x
1.0,0.5,9,2,11,x,x
0.25,0.75,4,7,10,x,x
0.75,0.75,5,4,10,x,x
0.75,0.25,4,9,11,x,x
x,x,7,4,11,x,x
x,x,3,9,12,x,x
x,x,6,3,12,x,x
