0.0,0.0,21,20,110,0,829
0.0,1.0,21,160,22,1,835
1.0,1.0,160,110,42,2,634
1.0,0.0,75,72,95,3,657
0.6,0.5,36,18,17,5,4
0.5978147600733805,0.5207911690817759,17,16,220,6,5
0.59135454576426,0.54067366430758,55,8,7,6,7
0.5809016994374947,0.5587785252292473,57,72,24,8,7
0.5669130606358859,0.5743144825477394,25,72,75,8,9
0.55,0.5866025403784438,41,23,22,9,10
0.5309016994374948,0.5951056516295153,56,36,221,11,10
0.5104528463267654,0.5994521895368273,72,57,82,11,12
0.48954715367323465,0.5994521895368273,24,72,25,12,13
0.4690983005625053,0.5951056516295153,90,45,58,14,13
0.45,0.5866025403784438,104,99,93,15,14
0.4330869393641142,0.5743144825477394,85,34,186,15,16
0.41909830056250524,0.5587785252292473,15,45,16,17,16
0.40864545423573995,0.54067366430758,220,16,45,18,17
0.4021852399266194,0.5207911690817759,26,25,75,18,19
0.4,0.5,268,81,266,19,20
0.4021852399266194,0.4792088309182241,9,48,10,20,21
0.4086454542357399,0.45932633569242,172,105,174,22,21
0.41909830056250524,0.4412214747707527,215,220,45,23,22
0.43308693936411413,0.4256855174522606,57,24,23,24,23
0.44999999999999996,0.41339745962155616,10,107,11,24,25
0.46909830056250523,0.40489434837048466,215,221,220,26,25
0.4895471536732346,0.40054781046317267,56,47,36,27,26
0.5104528463267654,0.40054781046317267,12,11,54,28,27
0.5309016994374948,0.40489434837048466,89,75,95,28,29
0.5499999999999999,0.4133974596215561,37,78,54,30,29
0.5669130606358858,0.4256855174522605,55,70,8,30,31
0.5809016994374947,0.4412214747707527,37,101,98,32,31
0.59135454576426,0.4593263356924199,84,70,74,32,33
0.5978147600733805,0.479208830918224,75,89,51,4,33
0.3777307456391226,0.4871489835238956,27,26,51,64,674
0.547881458757921,0.35224104503243425,159,87,96,66,256
0.38299196602183516,0.538018214856995,75,51,26,154,330
0.4841460665748848,0.6509588765374171,362,108,95,115,659
0.5726711206203849,0.39997678343772214,30,60,31,122,783
0.6429233240516468,0.664222599111779,53,80,63,237,515
0.4499593829201962,0.6123930661500988,54,107,49,173,624
0.40583813282216036,0.4152162739744372,60,63,31,185,373
0.34577023738775403,0.4324672488557888,63,32,31,250,214
0.5832841997433674,0.35367421886201145,47,186,34,253,437
0.5500406170798038,0.3876069338499012,86,100,82,214,257
0.40583813282216036,0.5847837260255628,186,224,67,256,253
0.22178190699624353,0.8816403093938245,133,49,121,257,66
0.37774207090303014,0.5128498261429023,108,362,94,294,482
0.5500406170798039,0.6123930661500988,74,70,55,176,695
0.5175439855885476,0.6668957430822838,9,8,70,330,250
0.6222692543608773,0.48714898352389546,49,107,92,337,426
0.5,0.3770686400507073,93,99,59,411,766
0.6222579290969701,0.5128498261429023,172,77,105,405,687
0.627756501369196,0.41144345092685397,119,164,80,426,508
0.5,0.6229313599492927,179,62,116,427,337
0.5941618671778397,0.5847837260255627,100,843,120,270,564
0.34804676643347787,0.5321757287313679,164,50,33,296,349
0.427328879379615,0.39997678343772225,6,145,7,349,115
0.4273288793796151,0.6000232165622778,63,164,32,437,185
0.4167158002566324,0.6463257811379884,21,110,160,373,582
0.5941618671778394,0.41521627397443733,13,40,14,392,713
0.5255585603661154,0.37975642734665094,59,58,40,442,589
0.6517489787691261,0.5000123977844312,70,48,9,482,637
0.6070714794787347,0.43818225250042087,105,112,174,508,237
0.5,0.0,223,99,182,513,658
0.5681234510859728,0.29019833860690153,14,58,15,515,513
0.5,1.0,77,60,38,536,796
0.3112183487843145,0.48413536542514235,30,38,60,535,3
0.5482518840682663,0.6819615198292991,27,51,61,547,575
0.6516130181497073,0.2781125549444176,111,127,65,559,563
0.572671120620385,0.6000232165622779,52,62,159,563,547
0.3196884524741108,0.7180541821611852,194,119,80,564,559
0.4499593829201961,0.3876069338499012,69,73,88,566,569
0.6708461088859208,0.24551942162587367,145,96,87,567,122
0.6014256177920728,0.6177999579004101,45,90,215,569,270
0.47443876547355124,0.3797438464114293,98,78,37,575,567
0.5088347767442647,0.7311083970358424,96,6,5,582,173
0.6014256177920728,0.3822000420995899,145,6,96,589,707
0.4744387654735513,0.6202561535885707,220,36,17,602,604
0.4318921423168697,0.709773133434392,837,821,722,604,609
0.6542297626122459,0.43246724885578863,23,41,57,609,294
0.2842568160394163,0.45419250756023716,95,72,82,611,632
0.4167158002566323,0.35367421886201156,40,58,14,615,626
0.5158640947167584,0.34907858357664073,45,15,58,620,611
0.5832841997433675,0.6463257811379886,48,92,107,624,620
0.34805647570045256,0.46781202660054416,74,97,84,626,602
0.3985743822079275,0.38220004209959,38,30,29,632,636
0.6542297626122457,0.5675327511442111,44,29,28,634,615
0.6858865639639903,0.27539467334713197,44,28,61,636,2
0.4824769798587763,0.3330932259015452,85,186,67,637,296
0.3985743822079277,0.61779995790041,159,96,52,657,775
0.5681234510859731,0.7098016613930987,194,116,119,658,535
0.547881458757921,0.6477589549675659,50,4,33,659,427
0.40141804528289365,0.6835236753398805,92,48,84,674,677
0.4318921423168696,0.2902268665656081,105,77,43,677,442
0.45210593258820647,0.3522533976198245,57,86,82,682,64
0.617008033978165,0.538018214856995,51,89,83,687,682
0.6156276765939093,0.6468635294955666,160,41,22,689,692
0.4521059325882066,0.6477466023801756,90,58,59,692,405
0.38272804476487204,0.6479092327508401,13,78,40,695,689
0.38437232340609084,0.353136470504434,432,363,433,700,828
0.46444434993314315,0.6860745577883122,218,219,228,707,392
0.715769745012698,0.5458185819576058,223,90,99,710,714
0.26099736573153326,0.9295700022500764,12,54,78,713,710
0.3683989944842617,0.6781402906881202,177,159,179,714,700
0.6172719552351278,0.3520907672491595,74,55,114,655,176
0.7157431839605837,0.45419250756023694,842,39,97,755,812
0.5255585603661154,0.6202435726533491,49,133,37,766,755
0.4517625887847655,0.31805829400538926,111,105,43,775,536
0.535505650464798,0.31387990654170195,131,361,140,667,804
0.3829919660218349,0.46198178514300503,35,43,44,738,667
0.5985817556961314,0.316472052804786,77,38,43,783,738
0.6316009663603455,0.32185889946102886,641,640,283,722,821
0.49161650601233037,0.27553217510507716,48,70,84,796,655
0.627756501369196,0.5885565490731455,93,125,104,802,815
1.0,0.5,109,127,35,804,802
0.6887816512156854,0.48413536542514124,4,50,52,806,827
0.6240046724625847,0.25762250683610505,61,35,44,812,1
0.6195925237200139,0.29063256930297965,738,782,667,815,411
0.6519435242995474,0.46781202660054405,38,29,44,808,154
0.3570766759483533,0.33577740088822194,48,107,10,821,808
0.5203643776866141,0.6999752200428138,35,83,109,827,566
0.0,0.5,750,228,749,829,806
0.3926474491329617,0.30998497879958237,12,78,13,828,831
0.3760014839585083,0.7423746545878832,54,11,107,831,0
0.38041025285055197,0.7093647717632264,252,254,323,835,722
0.3722434986308038,0.41144345092685425,32,164,33,x,x
0.5666394620061802,0.3250125976540746,175,174,112,x,x
0.5315459920552345,0.27412222918985063,56,221,421,x,x
0.4333301970198299,0.6749407796973539,230,264,224,x,x
0.4687629867260881,0.7262126458270987,27,61,28,x,x
0.5090818038827963,0.20404323859715445,108,89,95,x,x
0.5717739422509044,0.2322426748064096,171,168,241,x,x
0.48976271037167635,0.7036518166744535,35,61,83,x,x
0.4801200654153584,0.7996967506730521,93,129,79,x,x
0.4281920345621796,0.7676388682673746,98,59,40,x,x
0.5104309458975937,0.24225076604056864,80,172,178,x,x
0.5593318474401624,0.26055177630541904,98,129,59,x,x
0.5408220000396772,0.23552778351658585,41,86,57,x,x
0.5916122496047398,0.25785053722785667,35,127,43,x,x
0.5519163548131694,0.1926021096460054,97,39,170,x,x
0.6075779639891483,0.22499370351543932,42,126,160,x,x
0.6892408395931163,0.1901230947328218,109,840,128,x,x
0.6424114987480501,0.22790638949988024,99,90,59,x,x
0.6772510952544789,0.12673956456622365,42,110,85,x,x
0.6070714794787347,0.561817747499579,83,61,51,x,x
0.627366655862133,0.19808361266193994,221,215,223,x,x
0.6733377417721217,0.6187731287328507,404,233,308,x,x
0.6407377758686043,0.8194040587333195,130,101,133,x,x
0.6782625259591726,0.37502556079079596,78,98,40,x,x
0.484804687412827,0.7613530561115667,359,68,92,x,x
0.44078595211309635,0.7393929955535109,68,49,92,x,x
0.40844056892667685,0.7419017852106342,182,99,104,x,x
0.3926918268613342,0.7744353732388518,151,152,79,x,x
0.25,1.0,178,106,194,x,x
0.44855423492811236,0.22922974312547847,67,260,85,x,x
0.41598685332147,0.7999999340161108,840,109,83,x,x
0.3581899462664027,0.7720218155068532,38,44,43,x,x
0.44802392452445516,0.7936007550177976,126,41,160,x,x
0.6519532335665227,0.5321757287313681,49,68,121,x,x
0.39292852052126515,0.4381822525004209,145,55,7,x,x
0.45807601512797164,0.8282182986045138,101,129,98,x,x
0.3131069477122987,0.810946636167641,88,206,175,x,x
0.5196588766172598,0.8530355445854201,145,87,114,x,x
0.6170080339781651,0.461981785143005,54,49,37,x,x
0.3266622582278783,0.3812268712671496,121,68,360,x,x
0.4923673200931149,0.8319421436983078,112,69,175,x,x
0.3724281408172664,0.8162958857137891,34,19,47,x,x
0.5434058791673702,0.7941084432481342,96,5,52,x,x
0.4837177971752607,0.8713354713705045,222,200,124,x,x
0.6073528770192532,0.6900145083540455,116,181,179,x,x
0.5232221309367189,0.8202230517294288,207,180,102,x,x
0.6581453790599748,0.40035716296503054,223,203,433,x,x
0.75,1.0,231,819,817,x,x
0.6527221959604474,0.35038143517909964,168,209,211,x,x
0.6716831375987551,0.3137442568557443,197,114,87,x,x
0.75,0.0,116,62,119,x,x
0.6819374937609647,0.5479969357159471,50,164,119,x,x
