0.0,0.0,0,8,1,0,1
0.0,0.5,3,11,10,1,2
0.0,1.0,0,7,8,2,3
0.5,1.0,13,1,11,3,4
1.0,1.0,1,8,11,4,5
1.0,0.5,7,9,8,5,6
1.0,0.0,8,9,11,6,7
0.5,0.0,2,13,12,7,8
0.25,0.25,6,9,7,8,9
0.625,0.375,3,10,4,9,10
0.71875,0.71875,4,10,5,10,11
0.34375,0.59375,9,6,5,11,0
0.25,1.0,9,10,11,x,x
0.0,0.75,5,10,9,x,x
x,x,11,3,12,x,x
x,x,12,13,11,x,x
